"dateAndTime","name","eventCode"
"2019-05-09 14:41:41","cup",0
"2019-05-09 14:41:42","cup",1
"2019-05-09 14:41:47","cup",0
"2019-05-09 14:41:51","cupboard4",0
"2019-05-09 14:41:57","kettle",0
"2019-05-09 14:43:02","door",0
"2019-05-09 14:50:44","door",1
"2019-05-09 14:50:48","cupboard4",1
"2019-05-09 14:50:52","cupboard4",0
"2019-05-09 14:50:59","door",0
"2019-05-09 16:06:22","door",1
"2019-05-09 16:06:27","cupboard4",1
"2019-05-09 16:06:28","cupboard4",0
"2019-05-09 16:06:35","door",0
"2019-05-09 16:08:49","door",1
"2019-05-09 16:08:53","door",0
"2019-05-09 16:08:57","kettle",1
"2019-05-09 16:08:58","kettle",0
"2019-05-09 16:09:03","cupboard3",1
"2019-05-09 16:09:05","cupboard3",0
"2019-05-09 16:09:08","kettle",1
"2019-05-09 16:09:19","door",1
"2019-05-09 16:09:22","door",0
"2019-05-09 16:09:23","door",1
"2019-05-09 16:09:29","door",0
"2019-05-09 16:12:48","door",1
"2019-05-09 16:12:59","door",1
"2019-05-09 16:12:59","door",0
"2019-05-09 16:13:00","door",0
"2019-05-09 16:13:08","door",1
"2019-05-09 16:13:13","door",0
"2019-05-09 16:13:38","kettle",0
"2019-05-09 16:13:43","cupboard4",1
"2019-05-09 16:13:45","cup",1
"2019-05-09 16:13:48","cupboard4",0
"2019-05-09 16:13:50","cup",0
"2019-05-09 16:13:53","cupboard3",1
"2019-05-09 16:13:55","cupboard3",0
"2019-05-09 16:15:13","kettle",1
"2019-05-09 16:15:27","cup",1
"2019-05-09 16:15:29","kettle",0
"2019-05-09 16:15:43","cup",0
"2019-05-09 16:15:59","cup",1
"2019-05-09 16:16:04","cup",0
"2019-05-09 16:16:27","cup",1
"2019-05-09 16:16:30","cup",0
"2019-05-09 16:17:16","cup",1
"2019-05-09 16:17:20","cup",0
"2019-05-09 16:18:11","cup",1
"2019-05-09 16:18:17","cup",0
"2019-05-09 16:18:55","cup",1
"2019-05-09 16:18:58","cup",0
"2019-05-09 16:20:03","cup",1
"2019-05-09 16:20:06","cup",0
"2019-05-09 16:21:04","cup",1
"2019-05-09 16:21:08","cup",0
"2019-05-09 16:21:42","cup",1
"2019-05-09 16:21:45","cup",0
"2019-05-09 16:22:02","cup",1
"2019-05-09 16:22:10","cup",0
"2019-05-09 16:22:23","cup",1
"2019-05-09 16:22:24","cup",0
"2019-05-09 16:22:40","cup",1
"2019-05-09 16:22:48","cup",0
"2019-05-09 16:23:25","cup",1
"2019-05-09 16:23:28","cup",0
"2019-05-09 16:23:42","cup",1
"2019-05-09 16:23:45","cup",0
"2019-05-09 16:24:18","cup",1
"2019-05-09 16:24:24","cup",0
"2019-05-09 16:24:48","cup",1
"2019-05-09 16:24:53","cup",0
"2019-05-09 16:25:11","cup",1
"2019-05-09 16:25:15","cup",0
"2019-05-09 16:25:39","cup",1
"2019-05-09 16:25:43","cup",0
"2019-05-09 16:25:56","cup",1
"2019-05-09 16:26:04","cup",0
"2019-05-09 16:26:16","cup",1
"2019-05-09 16:26:30","cup",0
"2019-05-09 16:26:34","cup",1
"2019-05-09 16:26:39","cup",0
"2019-05-09 16:26:50","cup",1
"2019-05-09 16:27:07","cup",0
"2019-05-09 16:27:08","cup",1
"2019-05-09 16:27:11","cup",0
"2019-05-09 16:27:15","door",1
"2019-05-09 16:27:18","door",0
"2019-05-09 16:29:24","kettle",1
"2019-05-09 16:29:51","door",1
"2019-05-09 16:30:00","door",0
"2019-05-09 16:30:07","door",1
"2019-05-09 16:30:12","cup",1
"2019-05-09 16:30:39","cup",0
"2019-05-09 16:30:41","cup",1
"2019-05-09 16:30:42","cupboard4",1
"2019-05-09 16:30:44","cup",0
"2019-05-09 16:30:46","cup",1
"2019-05-09 16:30:49","cup",0
"2019-05-09 16:30:52","cupboard4",0
"2019-05-09 16:30:58","door",0
"2019-05-09 16:34:04","door",1
"2019-05-09 16:34:10","door",0
"2019-05-09 16:34:13","cupboard4",1
"2019-05-09 16:34:16","cup",1
"2019-05-09 16:34:18","cupboard4",0
"2019-05-09 16:34:19","cup",0
"2019-05-09 16:34:41","kettle",0
"2019-05-09 16:34:46","cupboard3",1
"2019-05-09 16:35:06","cupboard3",0
"2019-05-09 16:35:12","kettle",1
"2019-05-09 16:35:22","kettle",0
"2019-05-09 16:35:44","cup",1
"2019-05-09 16:35:48","cup",0
"2019-05-09 16:36:54","cup",1
"2019-05-09 16:37:10","cup",0
"2019-05-09 16:37:46","cup",1
"2019-05-09 16:37:53","cup",0
"2019-05-09 16:38:25","cup",1
"2019-05-09 16:38:32","cup",0
"2019-05-09 16:38:54","cup",1
"2019-05-09 16:39:01","cup",0
"2019-05-09 16:39:47","cup",1
"2019-05-09 16:39:53","cup",0
"2019-05-09 16:40:19","cup",1
"2019-05-09 16:40:25","cup",0
"2019-05-09 16:40:57","cup",1
"2019-05-09 16:41:01","cup",0
"2019-05-09 16:41:19","cup",1
"2019-05-09 16:41:24","cup",0
"2019-05-09 16:41:59","cup",1
"2019-05-09 16:42:03","cup",0
"2019-05-09 16:42:27","cup",1
"2019-05-09 16:42:37","cup",0
"2019-05-09 16:42:43","door",1
"2019-05-09 16:42:46","door",0
"2019-05-09 16:43:22","door",1
"2019-05-09 16:43:26","cup",1
"2019-05-09 16:43:33","cupboard4",1
"2019-05-09 16:43:34","cupboard4",0
"2019-05-09 16:43:45","cup",0
"2019-05-09 16:43:50","cup",1
"2019-05-09 16:43:56","cup",0
"2019-05-09 16:43:59","cup",1
"2019-05-09 16:44:10","cup",0
"2019-05-09 16:44:12","cup",1
"2019-05-09 16:44:25","cupboard4",1
"2019-05-09 16:44:26","cup",0
"2019-05-09 16:44:29","cupboard4",0
"2019-05-09 16:44:38","door",0
"2019-05-09 16:47:43","door",1
"2019-05-09 16:47:56","door",0
"2019-05-09 16:51:06","door",1
"2019-05-09 16:51:45","cupboard2",1
"2019-05-09 16:51:48","cupboard3",1
"2019-05-09 16:52:06","cupboard3",0
"2019-05-09 16:52:09","cupboard2",0
"2019-05-09 16:52:15","cupboard5",1
"2019-05-09 16:52:15","cupboard5",0
"2019-05-09 16:52:15","cupboard5",1
"2019-05-09 16:52:16","cupboard5",0
"2019-05-09 16:52:18","cup",1
"2019-05-09 16:52:24","cup",0
"2019-05-09 16:52:26","cup",1
"2019-05-09 16:52:29","cup",0
"2019-05-09 16:52:30","cup",1
"2019-05-09 16:52:31","cup",0
"2019-05-09 16:52:34","cup",1
"2019-05-09 16:52:37","cup",0
"2019-05-09 16:52:44","cup",1
"2019-05-09 16:52:46","cup",0
"2019-05-09 16:53:23","door",0
"2019-05-09 16:56:58","door",1
"2019-05-09 16:57:02","door",0
"2019-05-09 16:57:06","cupboard4",1
"2019-05-09 16:57:11","cupboard4",0
"2019-05-09 16:57:16","kettle",1
"2019-05-09 16:57:17","kettle",0
"2019-05-09 16:57:18","kettle",1
"2019-05-09 16:57:31","kettle",0
"2019-05-09 16:57:34","cupboard2",1
"2019-05-09 16:57:44","cupboard2",0
"2019-05-09 16:59:01","kettle",1
"2019-05-09 16:59:16","kettle",0
"2019-05-09 17:00:48","cup",1
"2019-05-09 17:01:22","cup",0
"2019-05-09 17:02:01","cup",1
"2019-05-09 17:02:04","cup",0
"2019-05-09 17:02:20","cup",1
"2019-05-09 17:02:24","cup",0
"2019-05-09 17:02:42","cup",1
"2019-05-09 17:02:46","cup",0
"2019-05-09 17:03:01","cup",1
"2019-05-09 17:03:04","cup",0
"2019-05-09 17:03:27","cup",1
"2019-05-09 17:03:31","cup",0
"2019-05-09 17:03:40","cup",1
"2019-05-09 17:03:43","cup",0
"2019-05-09 17:03:55","cup",1
"2019-05-09 17:03:58","cup",0
"2019-05-09 17:04:08","cup",1
"2019-05-09 17:04:12","cup",0
"2019-05-09 17:04:20","cup",1
"2019-05-09 17:04:28","cup",0
"2019-05-09 17:04:56","cup",1
"2019-05-09 17:05:00","cup",0
"2019-05-09 17:05:11","cup",1
"2019-05-09 17:05:14","cup",0
"2019-05-09 17:05:26","cup",1
"2019-05-09 17:05:30","cup",0
"2019-05-09 17:05:40","cup",1
"2019-05-09 17:05:44","cup",0
"2019-05-09 17:05:55","cup",1
"2019-05-09 17:05:59","cup",0
"2019-05-09 17:06:10","cup",1
"2019-05-09 17:06:14","cup",0
"2019-05-09 17:06:26","cup",1
"2019-05-09 17:06:30","cup",0
"2019-05-09 17:06:42","cup",1
"2019-05-09 17:06:47","cup",0
"2019-05-09 17:06:59","cup",1
"2019-05-09 17:07:04","cup",0
"2019-05-09 17:07:23","cup",1
"2019-05-09 17:07:27","cup",0
"2019-05-09 17:07:39","cup",1
"2019-05-09 17:07:43","cup",0
"2019-05-09 17:07:54","cup",1
"2019-05-09 17:07:58","cup",0
"2019-05-09 17:08:15","cup",1
"2019-05-09 17:08:19","cup",0
"2019-05-09 17:08:29","cup",1
"2019-05-09 17:08:34","cup",0
"2019-05-09 17:08:44","cup",1
"2019-05-09 17:08:48","cup",0
"2019-05-09 17:08:59","cup",1
"2019-05-09 17:09:02","cup",0
"2019-05-09 17:09:14","cup",1
"2019-05-09 17:09:18","cup",0
"2019-05-09 17:09:22","cup",1
"2019-05-09 17:09:26","cup",0
"2019-05-09 17:09:33","cup",1
"2019-05-09 17:09:36","cup",0
"2019-05-09 17:09:44","door",1
"2019-05-09 17:09:47","door",0
"2019-05-09 17:10:56","door",1
"2019-05-09 17:11:01","cup",1
"2019-05-09 17:11:22","cup",0
"2019-05-09 17:11:24","cup",1
"2019-05-09 17:11:25","cup",0
"2019-05-09 17:11:27","cup",1
"2019-05-09 17:11:29","cup",0
"2019-05-09 17:11:32","cup",0
"2019-05-09 17:11:32","cup",1
"2019-05-09 17:11:36","cup",1
"2019-05-09 17:11:39","cupboard4",1
"2019-05-09 17:11:39","cup",0
"2019-05-09 17:11:42","cupboard4",0
"2019-05-09 17:16:25","door",0
"2019-05-10 06:06:53","door",1
"2019-05-10 08:20:39","kettle",0
"2019-05-10 08:20:39","kettle",1
"2019-05-10 08:23:28","kettle",0
"2019-05-10 08:23:28","kettle",1
"2019-05-10 08:23:29","kettle",1
"2019-05-10 09:59:37","door",0
"2019-05-10 09:59:40","door",1
"2019-05-10 10:05:12","cupboard5",1
"2019-05-10 10:05:15","cupboard4",1
"2019-05-10 10:05:15","cupboard5",0
"2019-05-10 10:05:19","cupboard4",0
"2019-05-10 10:05:23","kettle",0
"2019-05-10 10:05:42","door",0
"2019-05-10 10:17:21","door",1
"2019-05-10 10:29:10","cupboard2",1
"2019-05-10 10:29:24","cupboard2",0
"2019-05-10 10:29:33","cupboard4",1
"2019-05-10 10:29:38","cupboard4",0
"2019-05-10 10:29:44","door",0
"2019-05-10 10:32:21","door",1
"2019-05-10 10:32:24","door",0
"2019-05-10 10:32:36","cupboard4",1
"2019-05-10 10:32:38","cup",1
"2019-05-10 10:32:41","cupboard4",0
"2019-05-10 10:32:53","cupboard2",1
"2019-05-10 10:33:08","cupboard2",0
"2019-05-10 10:34:10","kettle",1
"2019-05-10 10:34:24","kettle",0
"2019-05-10 10:35:07","cup",0
"2019-05-10 10:35:52","cup",1
"2019-05-10 10:35:59","cup",0
"2019-05-10 10:37:37","cup",1
"2019-05-10 10:38:13","cup",0
"2019-05-10 10:40:26","cup",1
"2019-05-10 10:40:56","cup",0
"2019-05-10 10:41:52","cup",1
"2019-05-10 10:41:57","cup",0
"2019-05-10 10:43:00","cup",1
"2019-05-10 10:43:05","cup",0
"2019-05-10 10:43:35","cup",1
"2019-05-10 10:43:41","cup",0
"2019-05-10 10:44:35","cup",1
"2019-05-10 10:44:41","cup",0
"2019-05-10 10:45:21","cup",1
"2019-05-10 10:45:30","cup",0
"2019-05-10 10:45:35","cup",1
"2019-05-10 10:45:40","cup",0
"2019-05-10 10:45:48","door",1
"2019-05-10 10:45:53","door",0
"2019-05-10 10:48:36","door",1
"2019-05-10 10:48:41","cup",1
"2019-05-10 10:48:54","cup",0
"2019-05-10 10:48:56","cup",1
"2019-05-10 10:49:06","cup",0
"2019-05-10 10:49:09","cup",1
"2019-05-10 10:49:12","cupboard4",1
"2019-05-10 10:49:12","cup",0
"2019-05-10 10:49:14","cup",1
"2019-05-10 10:49:40","cup",0
"2019-05-10 10:49:44","cupboard4",0
"2019-05-10 10:49:51","door",0
"2019-05-10 10:58:06","door",1
"2019-05-10 10:58:10","door",0
"2019-05-10 10:58:19","cupboard4",1
"2019-05-10 10:58:21","cup",1
"2019-05-10 10:58:22","cupboard4",0
"2019-05-10 10:58:25","cup",0
"2019-05-10 10:58:27","cupboard2",1
"2019-05-10 10:58:28","cupboard2",0
"2019-05-10 10:58:38","cupboard2",1
"2019-05-10 10:58:42","cupboard2",0
"2019-05-10 10:59:11","kettle",1
"2019-05-10 10:59:19","kettle",0
"2019-05-10 10:59:29","cup",1
"2019-05-10 10:59:32","cup",0
"2019-05-10 10:59:39","cup",1
"2019-05-10 10:59:42","cup",0
"2019-05-10 10:59:51","cup",1
"2019-05-10 10:59:55","cup",0
"2019-05-10 11:00:06","cup",1
"2019-05-10 11:00:10","cup",0
"2019-05-10 11:00:23","cup",1
"2019-05-10 11:00:27","cup",0
"2019-05-10 11:00:38","cup",1
"2019-05-10 11:00:42","cup",0
"2019-05-10 11:00:55","cup",1
"2019-05-10 11:00:59","cup",0
"2019-05-10 11:01:11","cup",1
"2019-05-10 11:01:15","cup",0
"2019-05-10 11:01:36","cup",1
"2019-05-10 11:01:40","cup",0
"2019-05-10 11:01:54","cup",1
"2019-05-10 11:01:56","cup",0
"2019-05-10 11:02:22","cup",1
"2019-05-10 11:02:25","cup",0
"2019-05-10 11:02:44","cup",1
"2019-05-10 11:02:48","cup",0
"2019-05-10 11:03:04","cup",1
"2019-05-10 11:03:10","cup",0
"2019-05-10 11:03:15","door",1
"2019-05-10 11:03:18","door",0
"2019-05-10 11:03:32","door",1
"2019-05-10 11:03:36","cup",1
"2019-05-10 11:04:22","cup",0
"2019-05-10 11:04:26","cup",1
"2019-05-10 11:04:30","cup",0
"2019-05-10 11:04:32","cupboard4",1
"2019-05-10 11:04:35","cup",1
"2019-05-10 11:04:36","cup",0
"2019-05-10 11:04:38","cupboard4",0
"2019-05-10 11:04:44","door",0
"2019-05-10 11:05:30","door",1
"2019-05-10 11:05:34","door",0
"2019-05-10 11:05:41","cupboard4",1
"2019-05-10 11:05:43","cup",1
"2019-05-10 11:05:45","cupboard4",0
"2019-05-10 11:05:47","cup",0
"2019-05-10 11:05:50","cupboard3",1
"2019-05-10 11:05:52","cupboard3",0
"2019-05-10 11:05:54","cupboard2",1
"2019-05-10 11:06:01","cupboard2",0
"2019-05-10 11:06:03","kettle",1
"2019-05-10 11:06:14","kettle",0
"2019-05-10 11:06:47","cup",1
"2019-05-10 11:06:52","cup",0
"2019-05-10 11:07:02","cup",1
"2019-05-10 11:07:07","cup",0
"2019-05-10 11:07:50","cup",1
"2019-05-10 11:07:53","cup",0
"2019-05-10 11:08:15","cup",1
"2019-05-10 11:08:24","cup",0
"2019-05-10 11:08:45","cup",1
"2019-05-10 11:08:48","cup",0
"2019-05-10 11:09:08","cup",1
"2019-05-10 11:09:11","cup",0
"2019-05-10 11:09:41","cup",1
"2019-05-10 11:09:45","cup",0
"2019-05-10 11:09:56","cup",1
"2019-05-10 11:10:00","cup",0
"2019-05-10 11:10:18","cup",1
"2019-05-10 11:10:21","cup",0
"2019-05-10 11:10:31","cup",1
"2019-05-10 11:10:37","cup",0
"2019-05-10 11:11:16","cup",1
"2019-05-10 11:11:20","cup",0
"2019-05-10 11:11:41","cup",1
"2019-05-10 11:11:47","cup",0
"2019-05-10 11:12:10","cup",1
"2019-05-10 11:12:13","cup",0
"2019-05-10 11:12:41","cup",1
"2019-05-10 11:12:49","cup",0
"2019-05-10 11:13:22","cup",1
"2019-05-10 11:13:38","cup",0
"2019-05-10 11:13:50","cup",1
"2019-05-10 11:13:59","cup",0
"2019-05-10 11:14:00","cup",1
"2019-05-10 11:14:02","cup",0
"2019-05-10 11:14:06","door",1
"2019-05-10 11:14:08","door",0
"2019-05-10 11:15:15","door",1
"2019-05-10 11:15:21","cup",1
"2019-05-10 11:15:34","cup",0
"2019-05-10 11:15:36","cup",1
"2019-05-10 11:15:40","cupboard4",1
"2019-05-10 11:15:41","cup",0
"2019-05-10 11:15:44","cupboard4",0
"2019-05-10 11:15:50","door",0
"2019-05-10 11:17:37","door",1
"2019-05-10 11:17:49","door",0
"2019-05-10 11:26:49","door",1
"2019-05-10 11:26:53","door",0
"2019-05-10 11:26:58","cupboard4",1
"2019-05-10 11:27:00","cupboard4",0
"2019-05-10 11:27:23","cupboard2",1
"2019-05-10 11:27:42","cupboard2",0
"2019-05-10 11:28:30","kettle",1
"2019-05-10 11:28:40","kettle",0
"2019-05-10 11:28:43","cup",1
"2019-05-10 11:28:49","cup",0
"2019-05-10 11:30:13","cup",1
"2019-05-10 11:30:20","cup",0
"2019-05-10 11:30:34","cup",1
"2019-05-10 11:30:48","cup",0
"2019-05-10 11:31:18","cup",1
"2019-05-10 11:31:36","cup",0
"2019-05-10 11:31:53","cup",1
"2019-05-10 11:31:58","cup",0
"2019-05-10 11:32:12","cup",1
"2019-05-10 11:32:21","cup",0
"2019-05-10 11:32:37","cup",1
"2019-05-10 11:32:45","cup",0
"2019-05-10 11:33:01","cup",1
"2019-05-10 11:33:06","cup",0
"2019-05-10 11:33:15","cup",1
"2019-05-10 11:33:23","cup",0
"2019-05-10 11:33:38","cup",1
"2019-05-10 11:33:42","cup",0
"2019-05-10 11:33:56","cup",1
"2019-05-10 11:33:59","cup",0
"2019-05-10 11:34:06","cup",1
"2019-05-10 11:34:11","cup",0
"2019-05-10 11:34:33","cup",1
"2019-05-10 11:34:38","cup",0
"2019-05-10 11:34:45","cup",1
"2019-05-10 11:34:49","cup",0
"2019-05-10 11:34:55","cup",1
"2019-05-10 11:34:59","cup",0
"2019-05-10 11:35:07","cup",1
"2019-05-10 11:35:11","cup",0
"2019-05-10 11:35:17","cup",1
"2019-05-10 11:35:21","cup",0
"2019-05-10 11:35:32","cup",1
"2019-05-10 11:35:35","cup",0
"2019-05-10 11:35:40","cup",1
"2019-05-10 11:35:44","cup",0
"2019-05-10 11:35:50","cup",1
"2019-05-10 11:35:52","cup",0
"2019-05-10 11:35:57","cup",1
"2019-05-10 11:36:00","cup",0
"2019-05-10 11:36:05","door",1
"2019-05-10 11:36:09","door",0
"2019-05-10 11:36:28","door",1
"2019-05-10 11:36:47","door",0
"2019-05-10 11:37:18","door",1
"2019-05-10 11:37:24","cup",1
"2019-05-10 11:37:56","cup",0
"2019-05-10 11:37:57","cup",1
"2019-05-10 11:37:57","cup",0
"2019-05-10 11:37:57","cup",1
"2019-05-10 11:38:07","cup",0
"2019-05-10 11:38:09","cup",1
"2019-05-10 11:38:12","cupboard4",1
"2019-05-10 11:38:13","cup",0
"2019-05-10 11:38:15","cupboard4",0
"2019-05-10 11:38:26","door",0
"2019-05-10 11:42:46","door",1
"2019-05-10 11:42:50","door",0
"2019-05-10 11:42:54","kettle",1
"2019-05-10 11:43:00","cupboard4",1
"2019-05-10 11:43:02","cup",1
"2019-05-10 11:43:03","cup",0
"2019-05-10 11:43:05","cup",1
"2019-05-10 11:43:08","cupboard4",0
"2019-05-10 11:43:09","cup",0
"2019-05-10 11:43:13","cupboard2",1
"2019-05-10 11:43:24","cupboard2",0
"2019-05-10 11:43:33","kettle",1
"2019-05-10 11:43:33","kettle",0
"2019-05-10 11:43:46","kettle",0
"2019-05-10 11:44:20","cup",1
"2019-05-10 11:44:24","cup",0
"2019-05-10 11:44:40","cup",1
"2019-05-10 11:44:45","cup",0
"2019-05-10 11:45:24","cup",1
"2019-05-10 11:45:32","cup",0
"2019-05-10 11:46:17","cup",1
"2019-05-10 11:46:30","cup",0
"2019-05-10 11:47:28","cup",1
"2019-05-10 11:47:34","cup",0
"2019-05-10 11:47:58","cup",1
"2019-05-10 11:48:04","cup",0
"2019-05-10 11:48:36","cup",1
"2019-05-10 11:48:41","cup",0
"2019-05-10 11:49:23","cup",1
"2019-05-10 11:49:30","cup",0
"2019-05-10 11:50:08","cup",1
"2019-05-10 11:50:13","cup",0
"2019-05-10 11:51:19","cup",1
"2019-05-10 11:51:24","cup",0
"2019-05-10 11:52:42","cup",1
"2019-05-10 11:52:46","cup",0
"2019-05-10 11:53:29","cup",1
"2019-05-10 11:53:45","cup",0
"2019-05-10 11:54:00","cup",1
"2019-05-10 11:54:09","cup",0
"2019-05-10 11:54:14","door",1
"2019-05-10 11:54:17","door",0
"2019-05-10 11:55:28","door",1
"2019-05-10 11:55:33","cup",1
"2019-05-10 11:56:14","cupboard4",1
"2019-05-10 11:56:18","cupboard4",0
"2019-05-10 11:56:25","door",0
"2019-05-10 12:00:40","door",1
"2019-05-10 12:00:44","door",0
"2019-05-10 12:01:06","cupboard4",1
"2019-05-10 12:01:09","cupboard4",0
"2019-05-10 12:01:15","cupboard2",1
"2019-05-10 12:01:27","cupboard2",0
"2019-05-10 12:02:04","kettle",1
"2019-05-10 12:02:13","kettle",0
"2019-05-10 12:03:21","door",1
"2019-05-10 12:03:26","door",0
"2019-05-10 12:06:37","door",1
"2019-05-10 12:06:43","door",0
"2019-05-10 12:10:21","door",1
"2019-05-10 12:10:46","door",0
"2019-05-10 12:18:18","door",1
"2019-05-10 12:18:22","door",0
"2019-05-10 12:19:09","kettle",1
"2019-05-10 12:20:51","door",1
"2019-05-10 12:20:55","door",0
"2019-05-10 12:23:29","door",1
"2019-05-10 12:23:43","door",0
"2019-05-10 12:23:49","door",1
"2019-05-10 12:24:37","cupboard2",1
"2019-05-10 12:24:54","cupboard2",0
"2019-05-10 12:25:03","kettle",0
"2019-05-10 12:25:58","cupboard2",1
"2019-05-10 12:26:08","cupboard2",0
"2019-05-10 12:26:33","cupboard2",1
"2019-05-10 12:26:35","cupboard2",0
"2019-05-10 12:27:21","door",0
"2019-05-10 12:28:30","door",1
"2019-05-10 12:28:33","door",0
"2019-05-10 12:29:23","cupboard2",1
"2019-05-10 12:29:28","cupboard2",0
"2019-05-10 12:29:31","cupboard3",1
"2019-05-10 12:29:32","cupboard3",0
"2019-05-10 12:30:15","cupboard5",1
"2019-05-10 12:30:28","cupboard5",0
"2019-05-10 12:30:30","cupboard4",1
"2019-05-10 12:31:03","cupboard4",0
"2019-05-10 12:31:19","kettle",1
"2019-05-10 12:31:51","door",1
"2019-05-10 12:31:54","door",0
"2019-05-10 12:39:40","door",1
"2019-05-10 12:39:43","door",0
"2019-05-10 13:04:37","door",1
"2019-05-10 13:04:42","door",0
"2019-05-10 14:38:33","door",1
"2019-05-10 14:38:38","door",0
"2019-05-10 14:38:43","door",1
"2019-05-10 14:39:06","door",0
"2019-05-10 14:40:44","door",1
"2019-05-10 14:40:48","door",0
"2019-05-10 14:40:55","door",1
"2019-05-10 14:41:11","cup",0
"2019-05-10 14:41:13","cup",1
"2019-05-10 14:41:16","cup",0
"2019-05-10 14:41:22","kettle",0
"2019-05-10 14:41:30","cupboard4",1
"2019-05-10 14:41:33","cup",1
"2019-05-10 14:41:44","cup",0
"2019-05-10 14:41:45","cup",1
"2019-05-10 14:41:48","cup",0
"2019-05-10 14:41:52","cupboard4",0
"2019-05-10 14:41:57","door",0
"2019-05-10 14:43:22","door",1
"2019-05-10 14:43:25","door",0
"2019-05-10 14:43:29","cupboard4",1
"2019-05-10 14:43:32","cup",1
"2019-05-10 14:43:33","cupboard4",0
"2019-05-10 14:43:37","cup",0
"2019-05-10 14:44:15","cupboard3",1
"2019-05-10 14:44:30","cupboard3",0
"2019-05-10 14:45:06","kettle",1
"2019-05-10 14:45:15","kettle",0
"2019-05-10 14:45:34","cup",1
"2019-05-10 14:45:37","cup",0
"2019-05-10 14:45:56","cup",1
"2019-05-10 14:46:01","cup",0
"2019-05-10 14:46:35","cup",1
"2019-05-10 14:46:40","cup",0
"2019-05-10 14:47:20","cup",1
"2019-05-10 14:47:24","cup",0
"2019-05-10 14:48:10","cup",1
"2019-05-10 14:48:15","cup",0
"2019-05-10 14:48:43","cup",1
"2019-05-10 14:48:47","cup",0
"2019-05-10 14:49:24","cup",1
"2019-05-10 14:49:29","cup",0
"2019-05-10 14:50:15","cup",1
"2019-05-10 14:50:19","cup",0
"2019-05-10 14:51:00","cup",1
"2019-05-10 14:51:03","cup",0
"2019-05-10 14:51:25","cup",1
"2019-05-10 14:51:29","cup",0
"2019-05-10 14:51:55","cup",1
"2019-05-10 14:52:00","cup",0
"2019-05-10 14:52:19","cup",1
"2019-05-10 14:52:23","cup",0
"2019-05-10 14:52:50","cup",1
"2019-05-10 14:52:54","cup",0
"2019-05-10 14:53:25","cup",1
"2019-05-10 14:53:30","cup",0
"2019-05-10 14:53:44","cup",1
"2019-05-10 14:53:47","cup",0
"2019-05-10 14:54:27","cup",1
"2019-05-10 14:54:30","cup",0
"2019-05-10 14:54:43","cup",1
"2019-05-10 14:54:52","cup",0
"2019-05-10 14:54:57","door",1
"2019-05-10 14:55:00","door",0
"2019-05-10 14:55:26","door",1
"2019-05-10 14:55:30","cup",1
"2019-05-10 15:10:38","door",0
"2019-05-10 15:24:23","door",1
"2019-05-10 15:27:15","kettle",1
"2019-05-14 06:07:17","door",1
"2019-05-14 09:34:27","kettle",1
"2019-05-14 09:53:10","cupboard4",1
"2019-05-14 09:53:12","cupboard4",0
"2019-05-14 09:53:28","cupboard4",1
"2019-05-14 09:55:19","cup",0
"2019-05-14 09:55:24","cup",1
"2019-05-14 09:55:36","cup",0
"2019-05-14 09:55:37","cup",1
"2019-05-14 09:55:39","cup",0
"2019-05-14 09:55:46","cup",1
"2019-05-14 09:55:58","cup",0
"2019-05-14 09:56:02","cup",1
"2019-05-14 09:56:05","cup",0
"2019-05-14 09:56:06","cup",1
"2019-05-14 09:56:26","cup",0
"2019-05-14 09:56:27","cup",1
"2019-05-14 09:56:36","cup",0
"2019-05-14 09:56:38","cup",1
"2019-05-14 09:56:40","cup",0
"2019-05-14 09:56:42","cupboard5",1
"2019-05-14 09:57:46","kettle",0
"2019-05-14 09:57:47","kettle",1
"2019-05-14 09:57:48","kettle",0
"2019-05-14 10:00:27","door",0
"2019-05-14 10:00:29","door",1
"2019-05-14 10:01:16","cupboard4",0
"2019-05-14 10:01:17","cupboard5",0
"2019-05-14 10:19:30","door",0
"2019-05-14 10:21:15","door",1
"2019-05-14 10:21:40","cupboard5",1
"2019-05-14 10:21:48","cupboard5",0
"2019-05-14 10:21:51","cup",1
"2019-05-14 10:21:58","cup",0
"2019-05-14 10:22:20","cupboard2",1
"2019-05-14 10:22:21","cupboard3",1
"2019-05-14 10:22:24","cupboard2",0
"2019-05-14 10:22:25","cupboard3",0
"2019-05-14 10:23:02","door",0
"2019-05-14 10:23:13","door",1
"2019-05-14 10:23:18","door",0
"2019-05-14 10:23:23","cupboard4",1
"2019-05-14 10:23:25","cup",1
"2019-05-14 10:23:28","cupboard4",0
"2019-05-14 10:23:31","cup",0
"2019-05-14 10:23:34","cupboard2",1
"2019-05-14 10:23:42","cupboard2",0
"2019-05-14 10:24:50","kettle",1
"2019-05-14 10:25:07","cup",1
"2019-05-14 10:25:24","door",1
"2019-05-14 10:26:42","cup",1
"2019-05-14 10:26:42","cup",0
"2019-05-14 10:26:53","cup",0
"2019-05-14 10:26:56","cup",1
"2019-05-14 10:26:57","cup",1
"2019-05-14 10:26:57","cup",0
"2019-05-14 10:27:01","cupboard4",1
"2019-05-14 10:27:02","cup",0
"2019-05-14 10:27:04","cupboard4",0
"2019-05-14 10:27:11","door",0
"2019-05-14 10:27:15","door",1
"2019-05-14 10:27:19","kettle",0
"2019-05-14 10:27:27","door",0
"2019-05-14 10:27:38","door",1
